District;Name;TypeObject;Longitude;Latitude;Рейтинг;Отзывы;Y;Norm Y
Щукино;KFC;предприятие быстрого обслуживания;37.4936624990533000;55.7930529423880000;4,3;740;48,2108276;74,38415779
Щукино;KFC;предприятие быстрого обслуживания;37.4644879999999820;55.8094567729695260;4,3;52;36,79257979;49,84113599
Щукино;ВОККЕР;предприятие быстрого обслуживания;37.4646206727175580;55.8094880807820600;3,6;17;26,77818071;28,31562533
Щукино;Craft Way Bar;бар;37.4911440000000060;55.7950737687765250;4,7;53;40,30467187;57,39022354
Щукино;Пинта;бар;37.4629150000000100;55.8088357727883850;4,1;311;42,4143487;61,92488117
Щукино;SeDelice;кафе;37.4932390000000030;55.7925397680383530;3,7;15;27,05891543;28,91905228
Щукино;Суши Make;предприятие быстрого обслуживания;37.4829830000000110;55.7997257701321270;2;9;13,60478953;0
Щукино;КОЛБАСОФФ;ресторан;37.4833413587634000;55.7998335948261000;4,4;256;44,66152957;66,75509768
Щукино;Крошка Картошка;предприятие быстрого обслуживания;37.4829551206660000;55.7996991723112000;4,3;8;28,74383043;32,54070301
Щукино;МакКафе;предприятие быстрого обслуживания;37.4644879999999820;55.8094567729695260;4;8;26,73844691;28,23021928
Щукино;Менза;ресторан;37.4634924798529450;55.8097196225933350;4,3;75;38,36743069;53,22620877
Щукино;Хинкальная;ресторан;37.4646690000000010;55.8094637729715760;4,9;76;43,78592728;64,87302903
Щукино;CINNABON;предприятие быстрого обслуживания;37.4646690000000010;55.8094637729715760;4;6;25,58771862;25,7567794
Щукино;Хлебница пекарня;предприятие быстрого обслуживания;37.4925119999999910;55.7933837682842150;4,5;64;39,43823971;55,52786571
Щукино;Траттория il Tortellino;кафе;37.4894782529895000;55.7960203648713000;4,4;189;43,32643568;63,88537205
Щукино;Сонаму;ресторан;37.4735809999999820;55.8034647712220750;4,6;70;40,72686097;58,29770046
Щукино;Oui mon general;кафе;37.4969279999999970;55.7981197696640830;4,8;87;43,54117586;64,34694662
Щукино;KVARTAL;ресторан;37.4970359999999940;55.7972297694047230;4,7;118;44,06651761;65,47614562
Щукино;Крылья;бар;37.4969279999999970;55.7981197696640830;4,4;73;39,14077036;54,88846841
Щукино;Штолле;магазин (отдел кулинарии);37.4922679999999960;55.7937737683978270;4,2;71;37,24497026;50,81352943
Щукино;Пивотека 465;бар;37.4532420000000100;55.8099407731107250;4,7;70;41,61222751;60,20075693
Щукино;69 Pints;бар;37.4906810000000090;55.7912527676635080;4,4;51;37,5627816;51,49665093
Щукино;Botteganova Organic;ресторан;37.4969279999999970;55.7981197696640830;4,5;100;41,44653167;59,84460101
Щукино;Я САМАРКАНД;кафе;37.4764660056897000;55.8106632210042000;4,1;248;41,48625562;59,92998589
Щукино;Modus Vita;бар;37.4829830000000110;55.7997257701321270;4,8;33;38,88805319;54,34526395
Щукино;Burger Club;предприятие быстрого обслуживания;37.4646690000000010;55.8094637729715760;4,2;6;26,86710455;28,50676322
Щукино;КОЛБАСОФФ;ресторан;37.4644586072990000;55.8093468520875000;4,4;224;44,07399145;65,4922103
Щукино;Fix and Go;кафетерий;37.4896230000000090;55.7906077674756700;4,6;13;32,9825499;41,6516442
Щукино;Тайская кухня ТУТ ТОМ ЯМ;закусочная;37.4896230000000090;55.7906077674756700;4,5;19;33,97324124;43,7810917
Щукино;Суши Вок;предприятие быстрого обслуживания;37.4902299999999970;55.7937917684030540;4;15;29,25288155;33,63488601
Щукино;Beer Port;бар;37.4910240000000100;55.7879817667110060;4,4;34;35,77873513;47,66192145
Щукино;Плов Центр;кафе;37.4537940000000020;55.8102677732061070;3,2;2;16,95461557;7,20030385
Щукино;Coffee Way;кафетерий;37.4646690000000010;55.8094637729715760;2,9;7;18,99813297;11,59275468
Щукино;Андерсон;кафе;37.4828024257373330;55.7998828818673330;4,3;135;40,89491335;58,65892166
Щукино;Boozer;бар;37.4955460000000190;55.7928027681149670;4,5;50;38,32736936;53,14009871
Щукино;Донер 42;закусочная;37.4923369999999990;55.7932767682530370;4,5;190;44,33487416;66,05296623
Щукино;Local Burger. Шеф Здесь;предприятие быстрого обслуживания;37.4604179999999970;55.8098677730894220;4,3;22;33,09371435;41,8905873
Щукино;Близкая Азия;предприятие быстрого обслуживания;37.4604179999999970;55.8098677730894220;2,9;8;19,38537401;12,42511227
Щукино;Две совы;кафетерий;37.4604179999999970;55.8098677730894220;4;7;26,20432134;27,08213984
Щукино;Якитория;ресторан;37.4604179999999970;55.8098687730897250;4,3;185;42,24976185;61,57110896
